Index,ID,Title,Average Score,Standard Deviation,Individual Scores
1310,nNyjIMKGCH,Reinforced UI Instruction Grounding: Towards a Generic UI Task Automation API,5.75,0.5,6-6-6-5
1311,cPgh4gWZlz,Chain-of-Knowledge: Grounding Large Language Models via Dynamic Knowledge Adapting over Heterogeneous Sources,5.75,0.5,6-5-6-6
1312,rkplYfqUr0,Gen-Z: Generative Zero-Shot Text Classification with Contextualized Label Descriptions,5.75,0.5,6-6-6-5
1313,XJiN1VkgA0,Generating with Confidence: Uncertainty Quantification for Black-box Large Language Models,5.75,0.5,6-5-6-6
1314,c0chJTSbci,Zero-Shot Robotic Manipulation with Pre-Trained Image-Editing Diffusion Models,5.75,0.5,5-6-6-6
1315,OCx7dp58H1,Setting the Record Straight on Transformer Oversmoothing,5.75,0.5,5-6-6-6
1316,dEz3ge8QSo,"Regularized Robust MDPs and Risk-Sensitive MDPs: Equivalence, Policy Gradient, and Sample Complexity",5.75,0.5,6-6-6-5
1317,Abr7dU98ME,Forward Learning of Graph Neural Networks,5.75,0.5,6-6-5-6
1318,RnYd44LR2v,OODRobustBench: benchmarking and analyzing adversarial robustness under distribution shift,5.75,0.5,6-6-5-6
1319,QiJuMJl0QS,Efficient Heterogeneous Meta-Learning via Channel Shuffling Modulation,5.75,0.5,6-5-6-6
1320,sNtDKdcI1f,A Long Way To Go: Investigating Length Correlations in RLHF,5.75,0.5,6-6-5-6
1321,jX2DT7qDam,Jointly-Learned Exit and Inference for a Dynamic Neural Network,5.75,0.5,5-6-6-6
1322,FJWT0692hw,SequenceMatch: Imitation Learning for Autoregressive Sequence Modelling with Backtracking,5.75,0.5,5-6-6-6
1323,5RielfrDkP,Learning Adaptive Multiresolution Transforms via Meta-Framelet-based Graph Convolutional Network,5.75,0.5,5-6-6-6
1324,gppLqZLQeY,Efficient Subgraph GNNs by Learning Effective Selection Policies,5.75,0.5,6-6-6-5
1325,2UnCj3jeao,Unbalancedness in Neural Monge Maps Improves Unpaired Domain Translation,5.75,0.5,6-6-6-5
1326,IjJU2BRSCV,Differentiable Tree Search in Latent State Space,5.75,0.5,5-6-6-6
1327,p4S5Z6Sah4,Traveling Waves Encode The Recent Past and Enhance Sequence Learning,5.75,0.5,5-6-6-6
1328,KskgLM728l,Bio-RFX: Refining Biomedical Extraction via Advanced Relation Classification and Structural Constraints,5.75,0.5,6-6-5-6
1329,bm1JVsVZVu,Adaptive Stochastic Gradient Algorithm for Black-box Multi-Objective Learning,5.75,0.5,6-6-5-6
1330,eY7sLb0dVF,Generative Modeling of Regular and Irregular Time Series Data via Koopman VAEs,5.75,0.5,6-6-5-6
1331,iAW2EQXfwb,Negatively Correlated Ensemble Reinforcement Learning for Online Diverse Game Level Generation,5.75,0.5,6-5-6-6
1332,BEH4mGo7zP,"Pre-training Sequence, Structure, and Surface Features for Comprehensive Protein Representation Learning",5.75,0.5,6-6-6-5
1333,s5hSp7EdL3,The Human-AI Substitution game: active learning from a strategic labeler,5.75,0.5,6-6-5-6
1334,7gLfQT52Nn,Proper Laplacian Representation Learning,5.75,0.5,6-6-5-6
1335,nFI3wFM9yN,Communication-Efficient Federated Non-Linear Bandit Optimization,5.75,0.5,6-6-6-5
1336,1vqHTUTod9,Can Language Models be Instructed to Protect Personal Information?,5.75,0.5,6-5-6-6
1337,ZSD3MloKe6,Alleviating Exposure Bias in Diffusion Models through Sampling with Shifted Time Steps,5.75,0.5,6-6-6-5
1338,4KqkizXgXU,Curiosity-driven Red-teaming for Large Language Models,5.75,0.5,6-6-6-5
1339,xXtD9P2lvH,Directed Graph Generation with Heat Kernels,5.75,0.5,6-6-5-6
1340,ZkBg5D2lgT,Bringing robotics taxonomies to continuous domains via GPLVM on hyperbolic manifolds,5.75,0.5,6-6-6-5
1341,MO632iPq3I,Differentiable Euler Characteristic Transforms for Shape Classification,5.75,0.5,6-6-5-6
1342,KgaBScZ4VI,Language Model Cascades: Token-Level Uncertainty And Beyond,5.75,0.5,6-6-5-6
1343,IuXR1CCrSi,Talk like a Graph: Encoding Graphs for Large Language Models,5.75,0.5,6-6-5-6
1344,XXpH3D0TVP,"The Journey, Not the Destination: How Data Guides Diffusion Models",5.75,0.5,5-6-6-6
1345,owokKCrGYr,Quality-Diversity through AI Feedback,5.75,0.5,5-6-6-6
1346,gIiz7tBtYZ,Neural Optimal Transport with General Cost Functionals,5.75,0.5,6-5-6-6
1347,jId5PXbBbX,Provably Efficient UCB-type Algorithms For Learning Predictive State Representations,5.75,0.5,6-6-5-6
1348,kxebDHZ7b7,TRAM: Bridging Trust Regions and Sharpness Aware Minimization,5.75,0.5,6-6-6-5
1349,t8vJSIsLhC,SMPE: A Framework for Multi-Dimensional Permutation Equivariance,5.75,0.5,5-6-6-6
1350,ATEawsFUj4,GAIA: Data-driven Zero-shot Talking Avatar Generation,5.75,0.5,6-5-6-6
1351,wiYV0KDAE6,Diffusion Models for Tabular Data Imputation and Synthetic Data Generation,5.75,0.5,6-5-6-6
1352,KkrDUGIASk,An Extensible Framework for Open Heterogeneous Collaborative Perception,5.75,0.5,6-6-5-6
1353,Z8RPghUs3W,Analytic DAG Constraints for Differentiable DAG Learning,5.75,0.5,6-5-6-6
1354,s8cMuxI5gu,Towards Eliminating Hard Label Constraints in Gradient Inversion Attacks,5.75,0.5,6-6-5-6
1355,EGQBpkIEuu,Revisiting Data Augmentation in Deep Reinforcement Learning,5.75,0.5,6-6-6-5
1356,324zEJCo3a,Local Vs. Global Interpretability: A Computational Perspective,5.75,0.5,6-6-6-5
1357,7W3GLNImfS,Human Feedback is not Gold Standard,5.75,0.5,6-6-5-6
1358,L3FHMoKZcS,Batch Calibration: Rethinking Calibration for In-Context Learning and Prompt Engineering,5.75,0.5,5-6-6-6
1359,am7BPV3Cwo,Rethinking Out-of-Distribution Detection on Imbalanced Data Distribution,5.75,0.5,5-6-6-6
1360,BI1N3lTWtn,A Multi-Level Framework for Accelerating Training Transformer Models,5.75,0.5,6-5-6-6
1361,yBIJRIYTqa,Bandits with Replenishable Knapsacks: the Best of both Worlds,5.75,0.5,6-6-6-5
1362,qxLVaYbsSI,Robust Training of Federated Models with Extremely Label Deficiency,5.75,0.5,6-6-5-6
1363,B1Tl99XWXC,Efficient Transfer Learning in Diffusion Models via Adversarial Noise,5.75,0.5,6-6-6-5
1364,psEswR8Jz4,AmortizedPeriod: Attention-based Amortized Inference for Periodicity Identification,5.75,0.5,5-6-6-6
1365,giU9fYGTND,FedImpro: Measuring and Improving Client Update in Federated Learning,5.75,0.5,6-5-6-6
1366,5Lp6qU9hzV,Multiscale Positive-Unlabeled Detection of AI-Generated Texts,5.75,0.5,6-6-5-6
1367,vYhglxSj8j,CodeChain: Towards Modular Code Generation Through Chain of Self-revisions with Representative Sub-modules,5.75,0.5,6-6-5-6
1368,qAoxvePSlq,DQ-LoRe: Dual Queries with Low Rank Approximation Re-ranking for In-Context Learning,5.75,0.5,6-6-6-5
1369,0SOhDO7xI0,DeepDRK: Deep Dependency Regularized Knockoff for Feature Selection,5.75,0.5,6-6-6-5
1370,rvDQtdMnOl,Long-Short-Range Message-Passing: A Fragmentation-Based Framework to Capture Non-Local Atomistic Interactions,5.75,0.5,6-6-5-6
1371,LUpC8KTvdV,Masked Distillation Advances Self-Supervised Transformer Architecture Search,5.75,0.5,6-5-6-6
1372,fDZumshwym,Leveraging Hierarchical Feature Sharing for Efficient Dataset Condensation,5.75,0.5,6-6-5-6
1373,2tVHNRZuCs,Enable Lanuguage Models to Implicitly Learn Self-Improvement From Data,5.75,0.5,6-6-6-5
1374,aMfdN4ZQVx,Training-free Deep Concept Injection Enables Language Models for Crossmodal Tasks,5.75,0.5,6-6-5-6
1375,DjeQ39QoLQ,Robustifying State-space Models for Long Sequences via Approximate Diagonalization,5.75,0.5,6-6-6-5
1376,LbJqRGNYCf,JoMA: Demystifying Multilayer Transformers via Joint Dynamics of MLP and Attention,5.75,0.5,6-6-6-5
1377,mmjnr0G8ZY,Multi-Resolution Diffusion Models for Time Series Forecasting,5.75,0.5,6-6-6-5
1378,JnYaF3vv3G,LabelDP-Pro: Learning with Label Differential Privacy via Projections,5.75,0.5,6-6-5-6
1379,QFYVVwiAM8,Adaptive Sharpness-Aware Pruning for Robust Sparse Networks,5.75,0.5,6-6-5-6
1380,dyG2oLJYyX,DiffusionNAG: Predictor-guided Neural Architecture Generation with Diffusion Models,5.75,0.5,5-6-6-6
1381,wAyTOazvN0,Learning Multiplex Embeddings on Text-rich Networks with One Text Encoder,5.75,0.5,5-6-6-6
1382,C4BikKsgmK,Str2Str: A Score-based Framework for Zero-shot Protein Conformation Sampling,5.75,0.5,6-6-5-6
1383,jhPvuc7kxB,"Look, Remember and Reason: Grounded Reasoning in Videos with Language Models",5.75,0.5,6-6-6-5
1384,Ax2yRhCQr1,Understanding Augmentation-based Self-Supervised Representation Learning via RKHS Approximation and Regression,5.75,0.5,6-6-5-6
1385,Yui55YzCao,Shape-aware Graph Spectral Learning,5.75,0.5,6-6-5-6
1386,uFbWHyTlPn,Differentially Private SGD Without Clipping Bias: An Error-Feedback Approach,5.75,0.5,5-6-6-6
1387,D7KJmfEDQP,Model Merging by Uncertainty-Based Gradient Matching,5.75,0.5,6-6-5-6
1388,vM1xZ9kDUj,Capture Concept through Comparison: Vision-and-Language Representation Learning with Intrinsic Information Mining,5.75,0.5,6-6-5-6
1389,BGkqypmGvm,A 2-Dimensional State Space Layer for Spatial Inductive Bias,5.75,0.5,6-5-6-6
1390,OfXqQ5TRwp,ALAM: Averaged Low-Precision Activation for Memory-Efficient Training of Transformer Models,5.75,0.5,6-6-5-6
1391,eNoiRal5xi,Unknown Domain Inconsistency Minimization for Domain Generalization,5.75,0.5,6-6-6-5
1392,5NJzNAXAmx,Informed POMDP: Leveraging Additional Information in Model-Based RL,5.75,0.5,6-6-6-5
1393,mt5NPvTp5a,Improved Operator Learning by Orthogonal Attention,5.75,0.5,6-6-5-6
1394,EvwnYpesoD,A Bias-Variance-Covariance Decomposition of Kernel Scores for Generative Models,5.75,0.5,5-6-6-6
1395,HHWlwxDeRn,SparseDFF: Sparse-View Feature Distillation for One-Shot Dexterous Manipulation,5.75,0.5,5-6-6-6
1396,59nCKifDtm,Improve Temporal Consistency In Diffusion Models through Noise Correlations,5.75,0.5,6-6-6-5
1397,U7VW3KBm34,Respect the model: Fine-grained and Robust Explanation with Sharing Ratio Decomposition,5.75,0.5,5-6-6-6
1398,c72vop46KY,CogVLM: Visual Expert for Large Language Models,5.75,0.5,5-6-6-6
1399,PJVUWpPnZC,Reinforcement Symbolic Regression Machine,5.75,0.5,6-5-6-6
1400,OqTMUPuLuC,DiLu: A Knowledge-Driven Approach to Autonomous Driving with Large Language Models,5.75,0.5,5-6-6-6
1401,VpCqrMMGVm,Interpreting the Inner Mechanisms of Large Language Models in Mathematical Addition,5.75,0.5,6-6-5-6
1402,opZTBFnX2G,Bayesian Offline-to-Online Reinforcement Learning : A Realist Approach,5.75,0.5,5-6-6-6
1403,z8TW0ttBPp,MathCoder: Seamless Code Integration in LLMs for Enhanced Mathematical Reasoning,5.75,0.5,6-5-6-6
1404,DDX1u29Gqr,DreamCraft3D: Hierarchical 3D Generation with Bootstrapped Diffusion Prior,5.75,0.5,6-6-5-6
1405,bn8iWvRSmq,Successor Features for Efficient Multi-Subject Controlled Text Generation,5.75,0.5,6-6-5-6
1406,Sf2A2PUXO3,Dropout-Based Rashomon Set Exploration for Efficient Predictive Multiplicity Estimation,5.75,0.5,6-6-5-6
1407,wg8NPfeMF9,$\texttt{NAISR}$: A 3D Neural Additive Model for Interpretable Shape Representation,5.75,0.5,6-6-5-6
1408,StYc4hQAEi,Sliced Wasserstein Estimation with Control Variates,5.75,0.5,6-6-6-5
1409,NkmJotfL42,Fantastic Generalization Measures are Nowhere to be Found,5.75,0.5,6-5-6-6
1410,rUf9G9k2im,Image Inpainting via Iteratively Decoupled Probabilistic Modeling,5.75,0.5,5-6-6-6
1411,twSnZwiOIm,Learning invariant representations of time-homogeneous stochastic dynamical systems,5.75,0.5,6-5-6-6
1412,AOJyfhWYHf,OpenChat: Advancing Open-source Language Models with Mixed-Quality Data,5.75,0.5,6-6-5-6
1413,3Z1gxuAQrA,PoSE: Efficient Context Window Extension of LLMs via Positional Skip-wise Training,5.75,0.5,6-6-6-5
1414,9x6yrFAPnx,Provably Efficient CVaR RL in Low-rank MDPs,5.75,0.5,6-6-6-5
1415,o4CLLlIaaH,Learning Robust Generalizable Radiance Field with Visibility and Feature Augmented Point Representation,5.75,0.5,6-6-6-5
1416,7QncaLObzi,Binary Hyperbolic Embeddings,5.75,0.5,6-5-6-6
1417,zYXFMeHRtO,FROSTER: Frozen CLIP is A Strong Teacher for Open-Vocabulary Action Recognition,5.75,0.5,6-5-6-6
1418,XrunSYwoLr,Spatio-Temporal Approximation: A Training-Free SNN Conversion for Transformers,5.75,0.5,6-5-6-6
1419,5Dwqu5urzs,Physics-Regulated Deep Reinforcement Learning: Invariant Embeddings,5.75,0.5,6-5-6-6
1420,wmX0CqFSd7,Compositional Generative Inverse Design,5.75,0.5,6-6-6-5
1421,mWT3Ftkc3e,Sampling is as easy as keeping the consistency: convergence guarantee for Consistency Models,5.75,0.5,6-5-6-6
1422,jE6VXUhxq9,On Causal Discovery in the Presence of Deterministic Relations,5.75,0.5,5-6-6-6
1423,TjfXcDgvzk,NOLA: Networks as Linear Combination of Low Rank Random Basis,5.75,0.5,6-6-5-6
1424,nHkMm0ywWm,Structural Estimation of Partially Observed Linear Non-Gaussian Acyclic Model: A Practical Approach with Identifiability,5.75,0.5,6-6-6-5
1425,pTN8dV2pL8,GNeRP: Gaussian-guided Neural Reconstruction of Reflective Objects with Noisy Polarization Priors,5.75,0.5,6-5-6-6
1426,HKgRwNhI9R,Symmetric Basis Convolutions for Learning Lagrangian Fluid Mechanics,5.75,0.5,6-5-6-6
1427,9NqC72m31m,Neural Field Classifiers via Target Encoding and Classification Loss,5.75,0.5,5-6-6-6
1428,bJx4iOIOxn,Facing the Elephant in the Room: Visual Prompt Tuning or Full finetuning?,5.75,0.5,6-5-6-6
1429,1hsVvgW0rU,Sample-Efficient Learning of POMDPs with Multiple Observations In Hindsight,5.75,0.5,6-5-6-6
1430,EHg5GDnyq1,AgentVerse: Facilitating Multi-Agent Collaboration and Exploring Emergent Behaviors,5.75,0.5,6-6-5-6
1431,lr69PmF2Ov,Discriminatively Matched Part Tokens for Pointly Supervised Instance Segmentation,5.75,0.5,6-6-5-6
1432,pA8Q5WiEMg,Improved Regret Bounds for Non-Convex Online-Within-Online Meta Learning,5.75,0.5,6-6-5-6
1433,uNkKaD3MCs,Learning with Mixture of Prototypes for Out-of-Distribution Detection,5.75,0.5,5-6-6-6
1434,jJCeMiwHdH,BioBridge: Bridging Biomedical Foundation Models via Knowledge Graph,5.75,0.5,6-5-6-6
1435,KdVvOA00Or,ReTaSA: A Nonparametric Functional Estimation Approach for Addressing Continuous Target Shift,5.75,0.5,6-6-5-6
1436,5xadJmgwix,Scale-Adaptive Diffusion Model for Complex Sketch Synthesis,5.75,0.5,5-6-6-6
1437,qCUWVT0Ayy,LayoutNUWA: Revealing the Hidden Layout Expertise of Large Language Models,5.75,0.5,6-6-6-5
1438,yozwqhIHXj,Image Translation as Diffusion Visual Programmers,5.75,0.5,5-6-6-6
1439,imZcqOrbig,Multi-View Representation is What You Need for Point-Cloud Pre-Training,5.75,0.5,5-6-6-6
1440,ijoqFqSC7p,FreeNoise: Tuning-Free Longer Video Diffusion via Noise Rescheduling,5.75,0.5,6-6-5-6
1441,cMPm8YFXZe,ADDP: Learning General Representations for Image Recognition and Generation with Alternating Denoising Diffusion Process,5.75,0.5,6-6-5-6
1442,kB4yBiNmXX,FasterViT: Fast Vision Transformers with Hierarchical Attention,5.75,0.5,6-5-6-6
1443,jznbgiynus,Language Modeling Is Compression,5.75,0.5,5-6-6-6
1444,8Q4uVOJ5bX,R&B: Region and Boundary Aware Zero-shot Grounded Text-to-image Generation,5.75,0.5,6-5-6-6
1445,zpVPhvVKXk,"Get What You Want, Not What You Don't: Image Content Suppression for Text-to-Image Diffusion Models",5.75,0.5,6-6-6-5
1446,U6hEOZlDf5,3D-Aware Hypothesis & Verification for Generalizable Relative Object Pose Estimation,5.75,0.5,5-6-6-6
1447,m2NVG4Htxs,To the Cutoff... and Beyond? A Longitudinal Perspective on LLM Data Contamination,5.75,0.5,5-6-6-6
1448,tmsqb6WpLz,Dissecting learning and forgetting in language model finetuning,5.75,1.5,5-5-5-8
1449,6cGiRiExUd,Efficient Point Cloud Matching for 3D Geometric Shape Assembly,5.75,1.5,5-5-8-5
1450,lOwkOIUJtx,Improved Efficiency Based on Learned Saccade and Continuous Scene Reconstruction From Foveated Visual Sampling,5.75,1.5,5-5-5-8
1451,samyfu6G93,NeuroBack: Improving CDCL SAT Solving using Graph Neural Networks,5.75,1.5,5-5-8-5
1452,LokR2TTFMs,3D Feature Prediction for Masked-AutoEncoder-Based Point Cloud Pretraining,5.75,1.5,5-5-8-5
1453,EsjoMaNeVo,Steering No-Regret Learners to Optimal Equilibria,5.75,1.5,5-5-5-8
1454,mBzsKsrXf9,ArtWhisperer: A Dataset for Characterizing Human-AI Interactions in Artistic Creations,5.75,1.5,5-5-5-8
1455,z3mPLBLfGY,Generalist Equivariant Transformer Towards 3D Molecular Interaction Learning,5.75,1.5,5-8-5-5
1456,SXTr9hIvJ1,Reweighted Solutions for Weighted Low Rank Approximation,5.75,1.5,5-5-8-5
1457,Q3YaCghZNt,Lemur: Integrating Large Language Models in Automated Program Verification,5.75,1.5,5-5-5-8
1458,mRw9BuNO9i,Effortless Cross-Platform Video Codec: A Codebook-Based Method,5.75,1.5,5-8-5-5
1459,qaKRfobbTg,Learning Thresholds with Latent Values and Censored Feedback,5.75,1.5,8-5-5-5
1460,QgwAYFrh9t,Learning Hierarchical Polynomials with Three-Layer Neural Networks,5.75,1.5,5-5-8-5
1461,tI3eqOV6Yt,Adaptivity and Modularity for Efficient Generalization Over Task Complexity,5.75,1.5,8-5-5-5
1462,zamGHHs2u8,"If there is no underfitting, there is no Cold Posterior Effect",5.75,1.5,8-5-5-5
1463,hB7SlfEmze,PhyloGFN: Phylogenetic inference with generative flow networks,5.75,1.5,5-8-5-5
1464,nqlymMx42E,Searching for High-Value Molecules Using Reinforcement Learning and Transformers,5.75,1.5,5-5-5-8
1465,9GE0N1htnu,RINGER: Conformer Ensemble Generation of Macrocyclic Peptides with Sequence-Conditioned Internal Coordinate Diffusion,5.75,1.5,5-5-5-8
1466,nrctFaenIZ,GradSkip: Communication-Accelerated Local Gradient Methods with Better Computational Complexity,5.75,1.5,5-5-5-8
1467,W0zgCR6FIE,Spawrious: A Benchmark for Fine Control of Spurious Correlation Biases,5.75,1.5,5-8-5-5
1468,khAE1sTMdX,Towards Universal Multi-Modal Personalization: A Language Model Empowered Generative Paradigm,5.75,1.5,5-5-5-8
1469,Bb21JPnhhr,AntGPT: Can Large Language Models Help Long-term Action Anticipation from Videos?,5.75,1.5,5-5-8-5
1470,Yz0Strbex6,A Note on Some Statistical Properties of Signature Transform Under Stochastic Integrals,5.75,1.5,8-5-5-5
1471,d3xKPQVjSc,Bounds on Representation-Induced Confounding Bias for Treatment Effect Estimation,5.75,1.5,8-5-5-5
1472,5nM2AHzqUj,Linear Log-Normal Attention with Unbiased Concentration,5.75,1.5,8-5-5-5
1473,m5m3nugttY,UniVis: A Universal Framework for Computer Vision Tasks,5.75,1.5,5-8-5-5
1474,AKZtQO81GQ,Evaluating model bias requires characterizing model mistakes,5.75,1.5,5-5-5-8
1475,vQqJJzL2Jf,Understanding and Mitigating Extrapolation Failures in Physics-Informed Neural Networks,5.75,1.5,5-8-5-5
1476,6GySuKTJcd,Energy-Guided Continuous Entropic Barycenter Estimation for General Costs,5.75,1.5,5-8-5-5
1477,YrXHEb2qMb,Posterior Sampling Based on Gradient Flows of the MMD with Negative Distance Kernel,5.75,1.5,5-8-5-5
1478,86zAUE80pP,CPPO: Continual Learning for Reinforcement Learning with Human Feedback,5.75,1.5,5-5-8-5
1479,BLGQ3oqldb,LogicMP: A Neuro-symbolic Approach for Encoding First-order Logic Constraints,5.75,1.5,5-8-5-5
1480,8fJEOri51F,SSCBench: Monocular 3D Semantic Scene Completion Benchmark in Street Views,5.75,1.5,5-5-8-5
1481,Ll8PmgD0IB,Divide and Orthogonalize: Efficient Continual Learning with Local Model Space Projection,5.75,1.5,5-8-5-5
1482,fq1wNrC2ai,Sample-efficient Learning of Infinite-horizon Average-reward MDPs with General Function Approximation,5.75,1.5,5-8-5-5
1483,Qvoe4wXWFi,NeuralFuse: Learning to Recover the Accuracy of Access-Limited Neural Network Inference in Low-Voltage Regimes,5.75,1.5,8-5-5-5
1484,2DldCIjAdX,LayerNAS: Neural Architecture Search in Polynomial Complexity,5.75,1.5,5-8-5-5
1485,itJj6p7ssr,Hardware-Friendly Post-Training Quantization: Input- and Output-Channelwise Scale and Offset,5.75,1.5,8-5-5-5
1486,VmqTuFMk68,Trainable Transformer in Transformer,5.75,1.5,5-8-5-5
1487,7AS7vaVU8d,Learning Personalized Story Evaluation,5.75,1.5,8-5-5-5
1488,3mdCet7vVv,Maestro: Uncovering Low-Rank Structures via Trainable Decomposition,5.75,1.5,5-5-8-5
1489,fht65Wm5JC,Borda Regret Minimization for Generalized Linear Dueling Bandits,5.75,1.5,5-5-5-8
1490,Aq35gl2c1k,Critical Learning Periods Emerge Even in Deep Linear Networks,5.75,1.5,5-8-5-5
1491,BxcEqwl9es,Microenvironment Probability Flows as Proficient Protein Engineers,5.75,1.5,5-5-5-8
1492,tOzCcDdH9O,Matryoshka Diffusion Models,5.75,1.5,5-8-5-5
1493,2XkTz7gdpc,Efficient and Scalable Graph Generation by Spectrum Preserving Local Expansion,5.75,1.5,5-8-5-5
1494,rBH7x87VfJ,"Random Sparse Lifts: Construction, Analysis and Convergence of finite sparse networks",5.75,1.5,8-5-5-5
1495,EvDeiLv7qc,Pushing Mixture of Experts to the Limit: Extremely Parameter Efficient MoE for Instruction Tuning,5.75,1.5,5-8-5-5
1496,y6TIwYucUC,SPI-GAN: Denoising Diffusion GANs with Straight-Path Interpolations,5.75,1.5,5-8-5-5
1497,WX9cd9iII4,Fair Off-Policy Learning from Observational Data,5.75,1.5,5-8-5-5
1498,qiduMcw3CU,Skill Machines: Temporal Logic Skill Composition in Reinforcement Learning,5.75,1.5,8-5-5-5
